"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 0.223488659597933 0.665991068119183 0.933749547926709 0.30391122889705 0.268376056337729 0.167396042728797 0.795500834705308 0.217250813730061 0.982024718541652 0.281642478657886
"2" 0.969344055745751 0.753236415795982 0.399211289826781 0.709511071443558 0.0861352076753974 0.624114514328539 0.492986614815891 0.223753440659493 0.308487005066127 0.785293137189001
"3" 0.151606601197273 0.931490638293326 0.963952418416739 0.183896981878206 0.619765361770988 0.636298833880574 0.612355421530083 0.568681341595948 0.231270784744993 0.85957229253836
"4" 0.168379729148 0.499928820645437 0.267408904153854 0.891928538912907 0.718037481419742 0.876529902452603 0.0716036057565361 0.520074941683561 0.390480843838304 0.797690624371171
"5" 0.369454966159537 0.662536136107519 0.773145292885602 0.0740944526623935 0.0477538763079792 0.59433806897141 0.571628140984103 0.626094700070098 0.334017223445699 0.830647744936869
"6" 0.16984828398563 0.272420785622671 0.616720375139266 0.220026577357203 0.132165883667767 0.366217006463557 0.88357518077828 0.0928040966391563 0.313163463491946 0.73472394538112
"7" 0.590917291585356 0.83049410302192 0.62304644449614 0.269349529407918 0.285145168425515 0.141850517364219 0.629013045225292 0.712170308921486 0.488373763393611 0.796656319405884
"8" 0.435634720372036 0.11845242488198 0.898724733386189 0.225627748528495 0.237589052412659 0.39961325051263 0.339675694936886 0.0891983448527753 0.311599923064932 0.555750607745722
"9" 0.689930574037135 0.0108149917796254 0.384636451723054 0.649129608646035 0.321166049689054 0.386746429372579 0.800461572129279 0.0834177737124264 0.71417145896703 0.383473875466734
"10" 0.660451985895634 0.660833420231938 0.193837653379887 0.11719206883572 0.808505168184638 0.903594782343134 0.0109337195754051 0.400064279558137 0.2777535750065 0.820075855590403
